Username,Published At,Likes,Replies,Comment
@bahatiseyeofafrica,23/11/2020 15:51,0,0,Why wasn't tht clinical officer not arrested immediately after the sale?
@Ayamkayraph,23/11/2020 15:37,0,0,Adenochrome demand is on the rise!!
@taabu23,23/11/2020 15:32,0,0,kuna mwewe inanyakua vifaranga...watu wakaechonjo
@dorcusliech6953,23/11/2020 15:25,0,0,Can't  you take legal action than just inform us...........what is the escence of the exercise.........WACHENI ZENU. ...
@trixie3648,23/11/2020 15:08,1,1,"Omg that il boy with anita, what happened to him? did they ever find who she sold to? did anita get arrested and did she give info about the woman she has been stealing kids for? I'm shaken."
@philariestirit2372,23/11/2020 14:41,75,0,"This is so heartbreaking, May God protect all children."
@kristinasygro6458,23/11/2020 14:37,0,0,"karma is real.you cant develop yourself with that money,
look how dirty they are,nktt"
@dooella8970,23/11/2020 14:11,0,0,How are they even giving birth on the streets? Where are even the fathers of these children?
@kelz040290,23/11/2020 14:07,1,0,This is heartbreaking #saveourkids i cant imagine my precious baby being snatched from my arms. Theur pain lives on
@angodozi4372,23/11/2020 13:59,1,0,"This is the problem we African's have, how can you have evidence on camera and yet nothing is done where are the people in the government who are suppose to serve and protect his people? This is another slavery perpetrated by we BLACKS AFRICAN'S may God have mercy on us.."
@victoriawangui8226,23/11/2020 13:23,0,0,What was the need of you filming this and let them walk freely?was is just for us to watch?
@zionemikundi2704,23/11/2020 13:17,0,0,True the first day Anita was with child she would have been arrested that was the valid witness  that she was a child trafficker. I can imagine giving little kids as sacrifices am hurting Africa why????????????????????????????
@jerotichgladys15,23/11/2020 13:01,364,7,"The baby Anita was having would have been saved that moment, a baby has totally lost his identity because of a clumsy investigation"
@murugiwambui4389,23/11/2020 12:54,0,0,This is horrible
@89helybely,23/11/2020 12:50,1,0,Africa is so corrupt its unbelievable in our modern world today!  Africas police force is a joke!
@89helybely,23/11/2020 12:47,0,0,the 2 women just smiling  - makes me so angry!  shes calling them 'this one' evidently she does not even know the birth mothers names - string the bitch up!
@yubizkip2309,23/11/2020 12:47,1,0,"Shit hole country
So much into wealth"
@danielmuchai5751,23/11/2020 12:18,0,0,Would have thought you'd involve Police on this hard evidence 🤷🏿‍♂️
@sharissesmith5301,23/11/2020 11:58,3,0,"Excellent reporting but I am a little confused. I have been in law enforcement for over 25 years and I have investigated Crimes Against Children for 16 years. I have several questions but the main one is, why would you send notification to the suspects and not notify the authorities? Several months went by and he is still working at the hospital. That is baffling."
@faithKim6,23/11/2020 11:50,1,0,"A friend of mine told me about this back in 2013 while we were still in highschool, people have not started taking advantage of the poor  now but long ago, even sex trade happens. They deceive poor souls with some petty cash and i find this so wrong am glad BBC has brought it to light been waiting for this since then."
@jamesmutisya5088,23/11/2020 10:47,2,0,Why am I crying 😭😭
@drdaonstyne3166,23/11/2020 10:24,0,0,"I hate to say this but I don't think I will ever vote because no leader can address the problem of this poverty stricken nation ,I will try and do anything within my power to rescue my nation from this greedy leaders"
@julieshes8790,23/11/2020 10:21,0,0,It's stupid how they just exposed the kidnapper then let them go!!!What in God's name was that!!
@Shyiber_Maina,23/11/2020 09:56,0,0,The moment you involved police in anittas deal that's when you failed this people have connections and anything going after them they are informed earlier  infact the police that interfered with your meeting might be the one who signaled to her who you are
@nuuhmohd4691,23/11/2020 09:43,0,0,Likes for jicho pevu lady😘
@charlesmombo5270,23/11/2020 09:16,4,0,please tell me they were caught and arraigned in court
@barzenga374,23/11/2020 09:07,0,0,It's high time parents give a kid a pendant tracker..this is crazy
@barzenga374,23/11/2020 09:03,1,0,Too many ads...please..sucks
@sharifgeyre4137,23/11/2020 08:42,4,0,"When I watched it I guess that one of the soldiers had a connection to the network and failed in the matter, THIS IS AFRICA."
@athenanikki4001,23/11/2020 08:38,0,0,"I used to respect Kenya but not anymore after watching many bad reports about women abuse and now this horrible child trafficking!!!! What's wrong with Kenyans? And where is the government? The Human rights organization? The wealty people of Kenya who have the means & the power to build shelters for these homeless mothers, to influence the legal system to bring justice to these powerless mothers? Last, where are the loud voices of Kenyan mothers????
One more question, why are 60 thoundsands kids living in the streets? How is that acceptable by the Kenyan people?
How can u sleep comfortably every night knowing that those babies are outside and at the mercy of heartless predators?
One day, you will have to answer to God these questions!!!! I know the churches in Nairobi are packed every sunday.
Lord have mercy on these homeless mothers & their kids."
@doreenmasiza2148,23/11/2020 08:31,0,0,Which action  did u take after  all the stories.  I have  not seen  any arrest. These are serious cases.
@m9ckycobbs373,23/11/2020 08:28,0,0,When is the white going to show any good things about Africa. Since from time immemorial negative publicity. Bias network
@joanwachira4121,23/11/2020 08:10,0,0,Mimi nakuroga utaniletea mtoto wewe mwenyewe before jua litue
@teeanna9295,23/11/2020 07:43,0,0,i cried in disbelief this is so shocking and its not be raised as an awareness. i cant believe this
@betty3272,23/11/2020 06:46,0,0,Documentary was waste of time. No one was arrested!
@sheilaofori5725,23/11/2020 06:04,0,1,"This madness and unjust, the BBC would not have taken this lightly if it was happening to European children."
@burunamwita1207,23/11/2020 05:47,0,0,the culprits were not arrested and yet there was evidence?this shit hurts so much
@annkamau5419,23/11/2020 05:09,0,0,The ending is fucking pathetic!! Those are three people seen on camera selling kids and all these reporters are asking is for them to respond to their allegation letters?!? Like wtf!!! No tangible action taken against them?!? Ahhh the rot in this country sickens me to the core!!
@sarahjustice526,23/11/2020 05:00,0,0,WICKED 🤮
@Creole_Rebellion,23/11/2020 04:25,6,0,This is so sad. PLEASE GOD BLESS THESE WOMEN AND CHILDREN WITH THEIR FAMILIES BACK AMAN
@Thanasis_Koligliatis,23/11/2020 04:13,2,0,"Go at 51:30
Let it play till the end.
Then press Replay.
Ads will disappear"
@mimihawaiikrpr4420,23/11/2020 02:57,0,0,OMG😲😲!!!
@axmedcabdullahi3097,23/11/2020 02:40,0,1,Uhuru kenyata lives the best lives while these mathers lives the streets and their kids are trafficked THATS AFRCA .
@marymnyasa238,23/11/2020 02:20,0,0,Woi 😭😭
@sunflowertulip9346,23/11/2020 02:15,0,0,"I do not even want to let my kids out my house and seeing this documentary, oh no this is scary. God help us."
@luludunnejesus,23/11/2020 01:58,2,0,"We have failed these children, i feel bad for ever moaning about my life! We need to end all governments there is corruption everywhere!"
@maryanabdulahi7536,23/11/2020 01:50,0,0,WHy is there no arrests being made after the evidence given? 😡
@Crabtree1844,23/11/2020 01:33,0,0,"Under Lucinda Keybaki.  Human trafficking thieves! Meanwhile Mlevi is drinking his crocodile eyes red, pretending not to know!  Nkt."
@GlobalFreeLiving,23/11/2020 00:51,0,0,You can't trust a doctors anywhere... so....
@amycrumedy6586,23/11/2020 00:50,0,0,Cute babies though it's a shame they live in such an enviroment.
@tanyabrown9839,23/11/2020 00:41,1,0,Well done to this journalist https://www.the-star.co.ke/news/2020-11-18-mama-lucy-hospital-ceo-2-others-locked-up-in-child-sale-case/
@semra4777,23/11/2020 00:36,3,0,I got so upset. I love kids so much and always wished to have one but it didn’t happen and i have been thinking to adopt one but since im not married I didn’t want that child to grow up without having dad in a family environment and also feeling so upset that i do not want to make upset the child own parents. One day hopefully if i find a child that parents have died n there is no1 to look after i will be more than happy to give all my love to that baby and support that kids in every way. I really got so upset after this documentary and cried.
@tanyabrown9839,23/11/2020 00:33,0,0,"oh shocking. It's hard to believe that even when discovered these people are still getting away with it.  People all over the world seem to be getting stolen babies when they adopt them (I watched a similar thing for India) and possibly being sold just for rituals, I cant think of anything more horrific."
@jocelynebarthelus5346,23/11/2020 00:17,0,0,"Jesus Returning very soon for those peoples, who are putting those mothers in a lot pains for the rest of theirs lives,love from Florida,a out the peoples of the  governments, why those women are  in the street first of all,the elected peoples supposed  to build some shelters  for them"
@amoswangonbe7893,23/11/2020 00:15,0,0,"Who bewitched this land of ours not corruption, killing just to mention a few .... i bet we are not heading to the right direction"
@queenmermaid4935,22/11/2020 23:51,1,0,"Once the Kenyan police/Government was informed and received proof, why these people have not been arrested???"
@monicawangari2913,22/11/2020 23:43,2,0,"I think Anita should have been arrested coz she confessed to selling children,so sad that she is free what more evidence is needed.😡😠"
@wangucox1958,22/11/2020 23:23,0,0,You should have acted immediately  when you talked to this woman  with this baby in the street . Justices should have been done to this baby . God have mercy.
@sammygee2137,22/11/2020 23:19,5,0,"As mother this breaks my heart. We are mothers of the world we must do something, unite together and stop this."
